sample2,P_putida3,P_plecoglossicida1,E_aerogenes,P_monteilii1,B_cereus1,R_planticola4,P_simiae,P_koreensis3,R_planticola3,R_planticola1,C_freundii1,C_lactis3,E_cloacae2,P_vagans,P_eucalypti,P_corrugata,C_freundii2,R_planticola2,E_americana2,P_viridiflava,P_mosselii,B_safensis1,E_cloacae1,B_izardii2,E_coli1,B_cereus,L_amnigena,F_ginsengiterrae,B_cereus2,P_agglomerans3,P_rhodesiae2,S_fonticola3,P_putida2,P_citronellolis,A_tumefaciens,P_putida1,S_rhizophila,C_lactis6,EColi_gfp,B_subtilis,B_izardii1,B_thuringiensis,P_helmanticensis,P_monteilii2,E_americana3,P_allii,P_koreensis1,PAg1_gfp,F_banpakuense2,E_americana1,S_fonticola2,PP_gfp,P_agglomerans1,S_fonticola1,E_cloacae,B_albus,P_koreensis2
PAg1_gfp,2.115407964039414,2.1247684817432937,1.6966182502096574,2.5142331096361685,2.0085165160633824,1.8766424029881954,3.0503134292675154,2.2619511961261916,1.60751532615999,1.4149887763940856,2.097425430403943,2.2235690443745604,1.6203588817334915,2.056086378843262,1.7350954696388947,2.1490287306566414,2.1693262897724956,1.8381103021005005,1.9913059020430421,2.30580141220336,2.2563007924363805,1.741199935266335,1.9914254124580304,2.1818678696724643,1.5085792301629755,3.0324309931281728,1.7888284504976366,2.110730979631427,2.084586619956471,1.464213270910371,2.404511217925477,2.0683414052314992,2.1973715543951444,1.932107304127612,1.2692089320318183,2.096468716367471,1.725872947164289,2.158266198668629,1.2493881735838146,1.6563788109788369,1.7044328962605761,1.5720531636127328,2.412335279633216,2.0768028759214188,2.0382729538918003,1.7248099901222254,2.089876730007325,0.09519847687857193,1.5880064135474052,1.0402880946136603,2.2736586412695,1.9512591086897948,1.217856311795933,2.2469895226721652,1.5787835733674302,3.283761187504682,2.2374227544304084
F_banpakuense2,1.6119723943045674,1.744267468022035,0.9890439828440393,2.21534196005944,1.8114922025777533,0.8102450246684643,2.9553732420795855,1.8548867889981857,1.288019021598672,1.65300742864137,2.451372083083506,1.361413970840611,1.3146653566592528,1.5923900276000225,1.1556647437730374,1.3841575054884467,1.7462986571603378,0.7945193515579089,1.622732263806941,1.1909391252284895,1.8662706127461792,0.8068097669215464,1.5669891512068614,0.7817576350762429,1.0408948073652784,2.258818496471109,1.3513855852420507,1.33531007634931,1.6759495815805439,1.278384527440785,1.6162973117591948,1.5995224287267746,1.531728109032409,1.058978753327941,1.5445954162822058,1.6271478113558089,1.1949397474349908,1.4071478245017472,1.7715106057043242,1.3512912343384753,2.407864220881409,1.2971788619924391,1.6719736840034296,1.5835905405122876,1.4461189439323447,1.444575716257199,1.2945647917350447,1.5880064135474052,0.0,1.5941210741879932,1.6748588000186762,2.034043370309008,1.195205840012506,1.4510244656793352,1.2980912910885736,2.974715784743141,1.9083055310929642
E_americana1,1.751735753391269,1.7425733603742963,1.4632385023295638,2.124823594321904,1.6266834798405534,1.7092041709706132,2.6069056946992,1.7340756501200727,1.7330894357817195,1.2107716900822152,2.10375564827857,1.9083148806108556,1.3512395278912777,1.6086719163868377,1.831315856137242,1.6948596588898086,1.8585218184540715,1.655049400310331,1.507001716587651,2.1629199532676275,1.789043645114237,1.6856512760464113,1.644909596536217,2.100363242968932,1.566602481240275,2.559408845910677,1.6120786910932516,1.6112253766657214,1.646964681333277,1.7485213241437776,1.9560225260406399,1.9053595378512203,1.8364109950951593,1.5457074618653388,1.7015971955167144,1.710150334530434,1.55408538046024,1.6526327853949987,1.3054359119117964,1.7511167066835793,1.7539449486587322,1.3224972003571795,2.0065339084436062,1.6655342615305848,1.6829432851597903,1.8042774054405888,1.8067874100213897,1.0402880946136603,1.5941210741879932,0.4397681207181804,2.0523370873696694,1.5680843995006006,1.4436924925793304,1.7581094735655558,1.3286818262773923,2.748560429555082,1.8005782704824602
S_fonticola2,1.5875707858234227,1.6592031219835623,1.6952185699785147,1.968733095165518,1.7642040698286579,1.4126135352600866,2.602417529913292,1.6222764869158401,1.0872216885253898,1.9776490208746211,2.4929244561270663,1.4956409997054774,1.666347202716169,1.5470914646523002,0.9503478310597652,1.3922277112599073,2.0967005031715904,1.3941653417009046,1.6173113491223639,1.9516065177181594,1.5716462706347127,1.7366790146713929,1.6204119846508171,1.8295860187485038,2.0969754409625305,1.8106824680213813,1.4820516185342534,1.1821772286759715,1.5106194093814629,1.8191836081055701,1.380645139056376,0.4115482960722835,1.4868170701199257,1.21251144324497,2.033145100576936,1.5600153845395244,1.8586470886104227,1.2817757214115113,2.58285246841169,2.292215085893992,2.527913281554638,1.6886719634079321,1.5107435255528983,1.5052351975688054,0.6702298113333963,1.7347463791574835,1.6529180257955929,2.2736586412695,1.6748588000186762,2.0523370873696694,0.0,1.985650574797221,1.9735751822517429,0.9199956521636394,1.6644803994039703,2.8112755112226195,1.7108863200107716
PP_gfp,1.04577174905285,1.0035332802420927,2.0735202587774673,1.0848427915352086,0.9593915208855509,1.951728161591794,1.1634059669306056,1.2745993026220046,1.8744983165989262,1.1274185329267103,2.2126319837269115,2.120626243036972,1.914767327036381,2.1626947914558174,1.9661471828589285,1.7235352514747306,2.2299291765138296,1.8205342529730264,1.895775747683441,2.198536509737888,1.0460598801876948,2.1656676759632436,1.782893761621442,2.1694041956610666,2.4779927330697684,1.9486369970886535,2.054898614546868,1.7545341382101913,1.9845260413118995,2.575043903593377,1.4374266614968643,2.0201932712601884,1.1566132399662918,1.5890899791490618,2.279585928895589,1.0381930614749775,2.1753927880064534,1.8123351572326767,2.257685811059087,2.676975500477928,1.917653959458022,1.8988470751097886,1.317676197402346,1.0594251673916877,1.9285808413256589,2.5213436506184213,1.8329251789362224,1.9512591086897948,2.034043370309008,1.5680843995006006,1.985650574797221,0.0925648421378225,2.2840775358754835,1.7454920833392247,1.8942062450846087,3.115679193000407,1.0150344990121125
P_agglomerans1,2.1162480950966027,2.183197196773576,1.3188180314205595,2.6922215733479296,2.0743415822858107,1.491607857313711,3.3669071861279454,2.10985639321732,1.5579762514236217,1.9165209818574076,2.5818089422093395,1.7476415536373586,1.49908505429145,1.5205094540975401,1.47405427308495,1.5941364433447973,2.102051854736224,1.583806175010061,1.4468362035835294,1.8154572426802014,2.3445074109501127,1.1105291531517758,1.9948273108216659,1.9061867694431205,0.7245032781154273,2.6159648315678865,1.54678311343252,1.6402146201031131,1.8479994588743798,0.6213292203011218,2.0510358358644054,1.746673123397735,2.0686517348263336,1.639610014607132,0.8116415464969742,2.093277573567347,1.425880780430117,1.6517045740688616,1.317862981313066,0.8949050228934912,2.3058132181215965,1.4876915002781992,2.1130194036023426,2.0956803191326676,1.5916183587782593,1.0842868624123414,1.5306805675907693,1.217856311795933,1.195205840012506,1.4436924925793304,1.9735751822517429,2.2840775358754835,0.0,1.9472146774303032,1.4823940097018742,3.0055150972836584,2.301606178302448
S_fonticola1,1.2129670234594179,1.3039750764489328,1.333251664165472,1.666945110074114,1.4081526905843698,1.0460587937587447,2.376609980623661,1.2623688050645105,1.4038906652585166,1.7145887435520513,2.335221151835359,1.167029562607563,1.2535322093987056,1.153400190740404,1.2932938567858427,0.9776911577793879,1.7544397966302518,1.0159404510107863,1.176422543136606,1.779965168198524,1.1817732439008763,1.5649415324541682,1.2242381304305139,1.6144977547212633,1.852584141139074,1.5283641581769707,1.2395285394052047,0.6926174990570192,0.9910060544719189,1.9511568363409437,0.9090638041413814,1.0035506962779708,1.0883110768525697,0.6912669527758433,2.2049841269269943,1.1776060461801305,1.5107577568889066,0.8291905691697176,2.3759828949565476,2.0848127014194824,2.3884397606923624,1.2856387517494952,1.12640134943101,1.0995603666920701,0.7498786568505601,1.8514240465112253,1.3401626766926469,2.2469895226721652,1.4510244656793352,1.7581094735655558,0.9199956521636394,1.7454920833392247,1.9472146774303032,0.0,1.255314701578851,2.5725228861955727,1.3552829962778992
E_cloacae,1.4559965659300163,1.5139656535073707,0.7716832251643158,1.9172545475236198,1.4487087353916246,1.2820811206784068,2.7766998397378138,1.7102672305812328,1.549347604638804,1.6879361513524134,2.350453665134136,1.7649478745844027,0.09823441352194245,1.3190235024441377,1.5281452810515108,1.505146836690693,1.3172228361215121,1.2676939693790452,1.076634106834815,2.160721870116559,1.5716319543709973,1.602082082791016,0.8975956773514452,1.8519778616387401,1.2989661273489774,2.4413909969523524,0.6256644468083511,1.438221818774837,0.755908724648684,1.5179690378924073,1.4831459806775595,1.4339403753294626,1.45293014284927,1.2234986718423524,1.7048700830268566,1.4256651079408516,0.7209174710048301,1.492672770569625,1.87968042044346,1.5720728354627849,2.0774506468243343,0.090598013223249,1.6314996169169027,1.3711710323661304,1.3691139470475056,1.6158514783234257,1.6876963589461227,1.5787835733674302,1.2980912910885736,1.3286818262773923,1.6644803994039703,1.8942062450846087,1.4823940097018742,1.255314701578851,0.0,2.5911458855108873,1.586574612175551
B_albus,2.8813373631006836,2.933284336712007,2.3354258712277725,3.082817542443925,2.875215817986539,3.1931390511532696,3.4962015102107604,2.726327749922962,3.2774927917540873,3.3920972075721334,3.493383304329756,3.265103367429582,2.5201609075612614,2.8593887458685994,3.2250043410823497,2.7521882203076156,1.7095908867328464,3.1036576808662386,2.3434389260230355,3.395697277438023,2.901173900337586,3.2250683713682724,2.7180252022378304,3.1550225038817072,3.0258882993263314,3.356743511202487,2.4482146556215203,2.676924167771661,2.4805719098627237,3.0126846831356247,2.7205762257286596,2.6543552889543633,2.919649807768048,2.765657968730045,3.29035545192309,2.88234245016098,2.364280651699371,2.713831792871474,3.132170334209569,3.3425580024885133,3.4596112928237748,2.5413750215188626,2.8518492246260143,2.7721246364476473,2.4744409469615554,2.489057050370682,2.9948141845530247,3.283761187504682,2.974715784743141,2.748560429555082,2.8112755112226195,3.115679193000407,3.0055150972836584,2.5725228861955727,2.5911458855108873,0.0,2.8472850226136472
P_koreensis2,0.40648862222699417,0.24031437743089779,1.7839237651872908,0.47972075210480525,0.47861466755627113,1.712521240744184,1.5900474835677079,0.7064184312431265,1.7315995495494911,1.5575563798061196,2.403908476360184,1.878406239342278,1.6018149081588673,1.8292402794603009,1.8275423387708423,1.3450137545765097,1.9682985037844234,1.5767133537837497,1.525117044688702,2.0100452731219765,0.36177064557534244,1.9983318042807605,1.4476757233579625,1.9966569560142273,2.285693767765052,1.6421945682531045,1.7663807630293078,1.4600715735880894,1.6442727875872662,2.4198522682180417,0.9445014557955959,1.753635081765873,0.6025255181318049,1.2426182036329583,2.4541888680376656,0.3284387309681975,1.90420980986865,1.4829352649391003,2.469671499655237,2.4928237001440756,2.201559123146672,1.5909736012894746,0.8148288163780169,0.36850373132439246,1.603243587231834,2.3636702392677367,1.5750511102818219,2.2374227544304084,1.9083055310929642,1.8005782704824602,1.7108863200107716,1.0150344990121125,2.301606178302448,1.3552829962778992,1.586574612175551,2.8472850226136472,0.0
