,sample1,sample2,sample3,t1,combined_effect,Count,STE,mono_s1_effect,mono_s1_Count,mono_s1_STE,mono_s1_qual_e,mono_s2_effect,mono_s2_Count,mono_s2_STE,mono_s2_qual_e,mono_s3_effect,mono_s3_Count,mono_s3_STE,mono_s3_qual_e,additive_single,mean_single,strongest_single
249,B_albus,E_cloacae2,E_cloacae2,444.894,-2.506831059871966,4,8.483978218582322,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-2.551479722227219,6,8.49790667047031,-,-5.264840796826627,-1.7549469322755424,-2.551479722227219
250,B_albus,E_cloacae2,F_banpakuense1,554.9235000000001,-2.2858368450082645,8,8.47433142278081,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-0.07491037290930991,11,8.49655941548746,-,-2.788271447508718,-0.9294238158362393,-2.551479722227219
251,B_albus,E_cloacae2,F_banpakuense2,469.4305,-2.4531468535444874,10,8.536798952126645,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-0.24357209496557417,15,8.499877274286634,-,-2.9569331695649823,-0.9856443898549941,-2.551479722227219
252,B_albus,E_cloacae2,F_ginsengiterrae,403.877,-2.6035567352567166,5,7.987429891847464,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-0.5381788920585315,12,8.028845047871703,-,-3.2515399666579397,-1.0838466555526465,-2.551479722227219
253,B_albus,E_cloacae2,L_macroides,542.369,-2.3087205298158153,4,7.872009749448766,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,0.012626586030604878,10,8.346078895361748,+,-2.7007344885688034,-0.9002448295229345,-2.551479722227219
254,B_albus,E_cloacae2,M_kyungheense,535.98,-2.3205702644745507,15,8.525632178496396,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-0.563369432350511,9,8.403630741242848,-,-3.276730506949919,-1.0922435023166397,-2.551479722227219
255,B_albus,E_cloacae2,Mono1,615.4765,-2.1822703468619196,6,8.455054177485568,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,0.0,8,8.501798696539138,-,-2.7133610745994083,-0.9044536915331362,-2.551479722227219
256,B_albus,E_cloacae2,P_corrugata,237.08800000000002,-3.1362357311821074,12,8.202611230780594,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-2.444866897376543,16,8.527663018527738,-,-5.158227971975951,-1.7194093239919839,-2.551479722227219
257,B_albus,E_cloacae2,P_koreensis1,501.586,-2.3868920331729586,5,8.333741071095522,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-3.0806494647724176,3,8.457991157018645,-,-5.7940105393718255,-1.931336846457275,-3.0806494647724176
258,B_albus,E_cloacae2,P_koreensis2,261.94550000000004,-3.036530644560609,6,8.237594019050839,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-2.8577724666950157,14,8.449351249455624,-,-5.571133541294424,-1.857044513764808,-2.8577724666950157
259,B_albus,E_cloacae2,P_monteilii1,194.798,-3.3327039872010764,9,7.954087727679745,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-3.725173686179471,6,8.057462713095045,-,-6.438534760778879,-2.1461782535929594,-3.725173686179471
260,B_albus,E_cloacae2,P_monteilii2,120.848,-3.8101335538452616,4,8.217192276275533,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-3.4057806532246064,10,8.340370466170931,-,-6.119141727824015,-2.039713909274672,-3.4057806532246064
261,B_albus,E_cloacae2,P_mosselii,341.1445,-2.7723609702253764,6,8.428204395909448,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-2.8896051566140897,9,8.166303037424205,-,-5.6029662312134985,-1.8676554104044996,-2.8896051566140897
262,B_albus,E_cloacae2,P_putida1,247.2615,-3.0942206303672575,10,8.348910696172357,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-3.193974639073774,14,8.430923337534912,-,-5.9073357136731826,-1.9691119045577274,-3.193974639073774
263,B_albus,E_cloacae2,P_putida2,175.764,-3.4355249252921833,13,8.35551361118138,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-3.516657281437793,12,8.503266583704185,-,-6.230018356037201,-2.0766727853457336,-3.516657281437793
264,B_albus,E_cloacae2,P_putida3,170.632,-3.4651579206776324,6,8.528790452801992,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-3.342526296187483,11,8.447172800478857,-,-6.055887370786891,-2.0186291235956304,-3.342526296187483
265,B_albus,E_cloacae2,P_simiae,167.9445,-3.4810335437358937,12,8.307892895717899,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-2.2834259074224796,5,8.402770975652023,-,-4.996786982021888,-1.6655956606739626,-2.551479722227219
266,B_albus,E_cloacae2,RP1,490.377,-2.4094926283836107,8,8.510255413978367,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,-2.33802649190201,13,8.4949470762183,-,-5.051387566501418,-1.6837958555004728,-2.551479722227219
267,B_albus,E_cloacae2,S_rhizophila,440.9975,-2.5156279049198167,10,8.406132142218729,-0.1618813523721894,11,8.541797266537115,-,-2.551479722227219,6,8.49790667047031,-,0.1559805999711427,12,8.516135911480227,+,-2.557380474628266,-0.8524601582094219,-2.551479722227219
268,B_albus,E_coli1,B_cereus,2752.7844999999998,-0.6842988875795658,10,8.395952975279174,-0.1618813523721894,11,8.541797266537115,-,-1.0948363517386674,6,8.449533380694483,-,0.05961666735105992,8,8.120413375004107,+,-1.197101036759797,-0.3990336789199323,-1.0948363517386674
269,B_albus,E_coli1,E_cloacae2,459.952,-2.473544975203913,9,8.483616767748886,-0.1618813523721894,11,8.541797266537115,-,-1.0948363517386674,6,8.449533380694483,-,-2.551479722227219,6,8.49790667047031,-,-3.808197426338076,-1.269399142112692,-2.551479722227219
270,B_albus,E_coli1,E_coli1,1406.9924999999998,-1.355457384806577,4,8.225835523266339,-0.1618813523721894,11,8.541797266537115,-,-1.0948363517386674,6,8.449533380694483,-,-1.0948363517386674,6,8.449533380694483,-,-2.3515540558495243,-0.7838513519498415,-1.0948363517386674
271,B_albus,E_coli1,F_banpakuense1,2084.1125,-0.9625687272745832,4,8.399961651515477,-0.1618813523721894,11,8.541797266537115,-,-1.0948363517386674,6,8.449533380694483,-,-0.07491037290930991,11,8.49655941548746,-,-1.3316280770201667,-0.4438760256733889,-1.0948363517386674
272,B_albus,E_coli1,F_banpakuense2,2012.464,-0.9975519904823889,12,8.477356674379102,-0.1618813523721894,11,8.541797266537115,-,-1.0948363517386674,6,8.449533380694483,-,-0.24357209496557417,15,8.499877274286634,-,-1.500289799076431,-0.5000965996921437,-1.0948363517386674
273,B_albus,E_coli1,F_ginsengiterrae,846.427,-1.8636431510101428,3,8.54338065851578,-0.1618813523721894,11,8.541797266537115,-,-1.0948363517386674,6,8.449533380694483,-,-0.5381788920585315,12,8.028845047871703,-,-1.7948965961693883,-0.5982988653897962,-1.0948363517386674
274,B_albus,E_coli1,L_macroides,2895.189,-0.6338614385661361,6,8.362348282189688,-0.1618813523721894,11,8.541797266537115,-,-1.0948363517386674,6,8.449533380694483,-,0.012626586030604878,10,8.346078895361748,+,-1.2440911180802519,-0.41469703936008395,-1.0948363517386674
275,B_albus,E_coli1,M_kyungheense,2025.604,-0.9910439047449078,8,8.389949468750354,-0.1618813523721894,11,8.541797266537115,-,-1.0948363517386674,6,8.449533380694483,-,-0.563369432350511,9,8.403630741242848,-,-1.8200871364613678,-0.6066957121537893,-1.0948363517386674
